Facility,Drug,Month,Consumption,End_Stock,Stock_Out
Kumba District Hospital,ORS,2023-09-30,216,709,0
Kumba District Hospital,ORS,2023-10-31,251,493,0
Kumba District Hospital,ORS,2023-11-30,160,1315,0
Kumba District Hospital,ORS,2023-12-31,130,1156,0
Kumba District Hospital,ORS,2024-01-31,368,1026,0
Kumba District Hospital,ORS,2024-02-29,106,658,0
Kumba District Hospital,ORS,2024-03-31,439,552,0
Kumba District Hospital,ORS,2024-04-30,310,113,0
Kumba District Hospital,ORS,2024-05-31,307,0,1
Kumba District Hospital,ORS,2024-06-30,298,0,1
Kumba District Hospital,ORS,2024-07-31,232,0,1
Kumba District Hospital,ORS,2024-08-31,284,559,0
Kumba District Hospital,ORS,2024-09-30,237,275,0
Kumba District Hospital,ORS,2024-10-31,297,38,1
Kumba District Hospital,ORS,2024-11-30,250,1044,0
Kumba District Hospital,ORS,2024-12-31,176,794,0
Kumba District Hospital,Metformin,2023-01-31,666,3480,0
Kumba District Hospital,Metformin,2023-02-28,454,2814,0
Kumba District Hospital,Metformin,2023-03-31,539,2360,0
Kumba District Hospital,Metformin,2023-04-30,458,1821,0
Kumba District Hospital,Metformin,2023-05-31,698,1363,0
Kumba District Hospital,Metformin,2023-06-30,421,665,0
Kumba District Hospital,Metformin,2023-07-31,562,0,1
Kumba District Hospital,Metformin,2023-08-31,461,242,0
Kumba District Hospital,Metformin,2023-09-30,492,848,0
Kumba District Hospital,Metformin,2023-10-31,556,742,0
Kumba District Hospital,Metformin,2023-11-30,618,185,0
Kumba District Hospital,Metformin,2023-12-31,650,467,0
Kumba District Hospital,Metformin,2024-01-31,397,0,1
Kumba District Hospital,Metformin,2024-02-29,542,0,1
Kumba District Hospital,Metformin,2024-03-31,637,0,1
Kumba District Hospital,Metformin,2024-04-30,385,0,1
Kumba District Hospital,Metformin,2024-05-31,545,0,1
Kumba District Hospital,Metformin,2024-06-30,520,0,1
Kumba District Hospital,Metformin,2024-07-31,553,0,1
Kumba District Hospital,Metformin,2024-08-31,458,0,1
Kumba District Hospital,Metformin,2024-09-30,405,0,1
Kumba District Hospital,Metformin,2024-10-31,367,0,1
Kumba District Hospital,Metformin,2024-11-30,598,0,1
Kumba District Hospital,Metformin,2024-12-31,609,0,1
Kumba District Hospital,Atenolol,2023-01-31,714,3017,0
Kumba District Hospital,Atenolol,2023-02-28,560,2303,0
Kumba District Hospital,Atenolol,2023-03-31,544,1241,0
Kumba District Hospital,Atenolol,2023-04-30,504,696,0
Kumba District Hospital,Atenolol,2023-05-31,540,1670,0
Kumba District Hospital,Atenolol,2023-06-30,517,1131,0
Kumba District Hospital,Atenolol,2023-07-31,586,614,0
Kumba District Hospital,Atenolol,2023-08-31,605,28,1
Kumba District Hospital,Atenolol,2023-09-30,466,0,1
Kumba District Hospital,Atenolol,2023-10-31,422,0,1
Kumba District Hospital,Atenolol,2023-11-30,382,0,1
Kumba District Hospital,Atenolol,2023-12-31,570,549,0
Kumba District Hospital,Atenolol,2024-01-31,441,1133,0
Kumba District Hospital,Atenolol,2024-02-29,357,692,0
Kumba District Hospital,Atenolol,2024-03-31,560,336,0
Kumba District Hospital,Atenolol,2024-04-30,728,831,0
Kumba District Hospital,Atenolol,2024-05-31,528,1280,0
Kumba District Hospital,Atenolol,2024-06-30,596,751,0
Kumba District Hospital,Atenolol,2024-07-31,535,155,0
Kumba District Hospital,Atenolol,2024-08-31,521,922,0
Kumba District Hospital,Atenolol,2024-09-30,602,401,0
Kumba District Hospital,Atenolol,2024-10-31,506,227,0
Kumba District Hospital,Atenolol,2024-11-30,550,449,0
Kumba District Hospital,Atenolol,2024-12-31,555,590,0
Kumba District Hospital,Salbutamol,2023-01-31,463,1695,0
Kumba District Hospital,Salbutamol,2023-02-28,403,812,0
Kumba District Hospital,Salbutamol,2023-03-31,339,408,0
Kumba District Hospital,Salbutamol,2023-04-30,534,70,0
Kumba District Hospital,Salbutamol,2023-05-31,501,628,0
Kumba District Hospital,Salbutamol,2023-06-30,645,127,0
Kumba District Hospital,Salbutamol,2023-07-31,378,0,1
Kumba District Hospital,Salbutamol,2023-08-31,445,0,1
Kumba District Hospital,Salbutamol,2023-09-30,451,0,1
Kumba District Hospital,Salbutamol,2023-10-31,541,0,1
Kumba District Hospital,Salbutamol,2023-11-30,421,0,1
Kumba District Hospital,Salbutamol,2023-12-31,368,798,0
Kumba District Hospital,Salbutamol,2024-01-31,558,431,0
Kumba District Hospital,Salbutamol,2024-02-29,436,0,1
Kumba District Hospital,Salbutamol,2024-03-31,532,0,1
Kumba District Hospital,Salbutamol,2024-04-30,522,0,1
Kumba District Hospital,Salbutamol,2024-05-31,459,0,1
Kumba District Hospital,Salbutamol,2024-06-30,448,607,0
Kumba District Hospital,Salbutamol,2024-07-31,430,160,0
Kumba District Hospital,Salbutamol,2024-08-31,460,0,1
Kumba District Hospital,Salbutamol,2024-09-30,531,0,1
Kumba District Hospital,Salbutamol,2024-10-31,398,595,0
Kumba District Hospital,Salbutamol,2024-11-30,470,197,0
Kumba District Hospital,Salbutamol,2024-12-31,372,1024,0
Kumba District Hospital,Ceftriaxone,2023-01-31,412,1717,0
Kumba District Hospital,Ceftriaxone,2023-02-28,413,1305,0
Kumba District Hospital,Ceftriaxone,2023-03-31,470,892,0
Kumba District Hospital,Ceftriaxone,2023-04-30,391,422,0
Kumba District Hospital,Ceftriaxone,2023-05-31,385,31,1
Kumba District Hospital,Ceftriaxone,2023-06-30,518,424,0
Kumba District Hospital,Ceftriaxone,2023-07-31,496,0,1
Kumba District Hospital,Ceftriaxone,2023-08-31,553,0,1
Kumba District Hospital,Ceftriaxone,2023-09-30,347,0,1
Kumba District Hospital,Ceftriaxone,2023-10-31,407,932,0
Kumba District Hospital,Ceftriaxone,2023-11-30,470,525,0
Kumba District Hospital,Ceftriaxone,2023-12-31,374,55,0
Kumba District Hospital,Ceftriaxone,2024-01-31,499,0,1
Kumba District Hospital,Ceftriaxone,2024-02-29,546,0,1
Kumba District Hospital,Ceftriaxone,2024-03-31,401,0,1
Kumba District Hospital,Ceftriaxone,2024-04-30,451,470,0
Kumba District Hospital,Ceftriaxone,2024-05-31,564,1075,0
Kumba District Hospital,Ceftriaxone,2024-06-30,592,511,0
Kumba District Hospital,Ceftriaxone,2024-07-31,507,0,1
Kumba District Hospital,Ceftriaxone,2024-08-31,495,0,1
Kumba District Hospital,Ceftriaxone,2024-09-30,379,0,1
Kumba District Hospital,Ceftriaxone,2024-10-31,476,0,1
Kumba District Hospital,Ceftriaxone,2024-11-30,492,0,1
Kumba District Hospital,Ceftriaxone,2024-12-31,431,0,1
Muyuka Health Center,Amoxicillin,2023-01-31,220,1207,0
Muyuka Health Center,Amoxicillin,2023-02-28,80,987,0
Muyuka Health Center,Amoxicillin,2023-03-31,257,907,0
Muyuka Health Center,Amoxicillin,2023-04-30,120,650,0
Muyuka Health Center,Amoxicillin,2023-05-31,175,0,1
Muyuka Health Center,Amoxicillin,2023-06-30,80,947,0
Muyuka Health Center,Amoxicillin,2023-07-31,212,867,0
Muyuka Health Center,Amoxicillin,2023-08-31,270,655,0
Muyuka Health Center,Amoxicillin,2023-09-30,113,385,0
Muyuka Health Center,Amoxicillin,2023-10-31,80,272,0
Muyuka Health Center,Amoxicillin,2023-11-30,176,192,0
Muyuka Health Center,Amoxicillin,2023-12-31,271,668,0
Muyuka Health Center,Amoxicillin,2024-01-31,80,398,0
Muyuka Health Center,Amoxicillin,2024-02-29,80,318,0
Muyuka Health Center,Amoxicillin,2024-03-31,118,238,0
Muyuka Health Center,Amoxicillin,2024-04-30,89,120,0
Muyuka Health Center,Amoxicillin,2024-05-31,89,1022,0
Muyuka Health Center,Amoxicillin,2024-06-30,80,523,0
Muyuka Health Center,Amoxicillin,2024-07-31,201,443,0
Muyuka Health Center,Amoxicillin,2024-08-31,181,242,0
Muyuka Health Center,Amoxicillin,2024-09-30,80,60,0
Muyuka Health Center,Amoxicillin,2024-10-31,271,0,1
Muyuka Health Center,Amoxicillin,2024-11-30,289,698,0
Muyuka Health Center,Amoxicillin,2024-12-31,94,409,0
Muyuka Health Center,ACTs,2023-01-31,473,3400,0
Muyuka Health Center,ACTs,2023-02-28,446,2598,0
Muyuka Health Center,ACTs,2023-03-31,284,2152,0
Muyuka Health Center,ACTs,2023-04-30,233,1868,0
Muyuka Health Center,ACTs,2023-05-31,334,1635,0
Muyuka Health Center,ACTs,2023-06-30,181,1301,0
Muyuka Health Center,ACTs,2023-07-31,349,1120,0
Muyuka Health Center,ACTs,2023-08-31,311,771,0
Muyuka Health Center,ACTs,2023-09-30,285,460,0
Muyuka Health Center,ACTs,2023-10-31,195,175,0
Muyuka Health Center,ACTs,2023-11-30,364,93,0
Muyuka Health Center,ACTs,2023-12-31,280,808,0
Muyuka Health Center,ACTs,2024-01-31,229,528,0
Muyuka Health Center,ACTs,2024-02-29,93,299,0
Muyuka Health Center,ACTs,2024-03-31,321,0,1
Muyuka Health Center,ACTs,2024-04-30,465,0,1
Muyuka Health Center,ACTs,2024-05-31,456,284,0
Muyuka Health Center,ACTs,2024-06-30,286,1017,0
Muyuka Health Center,ACTs,2024-07-31,275,731,0
Muyuka Health Center,ACTs,2024-08-31,360,456,0
Muyuka Health Center,ACTs,2024-09-30,243,96,0
Muyuka Health Center,ACTs,2024-10-31,347,556,0
Muyuka Health Center,ACTs,2024-11-30,384,1035,0
Muyuka Health Center,ACTs,2024-12-31,421,651,0
Muyuka Health Center,Paracetamol,2023-01-31,321,2941,0
Muyuka Health Center,Paracetamol,2023-02-28,407,2619,0
Muyuka Health Center,Paracetamol,2023-03-31,437,2212,0
Muyuka Health Center,Paracetamol,2023-04-30,458,1775,0
Muyuka Health Center,Paracetamol,2023-05-31,417,1317,0
Muyuka Health Center,Paracetamol,2023-06-30,373,900,0
Muyuka Health Center,Paracetamol,2023-07-31,336,527,0
Muyuka Health Center,Paracetamol,2023-08-31,409,191,0
Muyuka Health Center,Paracetamol,2023-09-30,317,440,0
Muyuka Health Center,Paracetamol,2023-10-31,169,123,0
Muyuka Health Center,Paracetamol,2023-11-30,437,0,1
Muyuka Health Center,Paracetamol,2023-12-31,475,0,1
Muyuka Health Center,Paracetamol,2024-01-31,214,0,1
Muyuka Health Center,Paracetamol,2024-02-29,322,0,1
Muyuka Health Center,Paracetamol,2024-03-31,452,0,1
Muyuka Health Center,Paracetamol,2024-04-30,567,0,1
Muyuka Health Center,Paracetamol,2024-05-31,404,0,1
Muyuka Health Center,Paracetamol,2024-06-30,344,0,1
Muyuka Health Center,Paracetamol,2024-07-31,388,0,1
Muyuka Health Center,Paracetamol,2024-08-31,513,0,1
Muyuka Health Center,Paracetamol,2024-09-30,351,859,0
Muyuka Health Center,Paracetamol,2024-10-31,339,508,0
Muyuka Health Center,Paracetamol,2024-11-30,364,169,0
Muyuka Health Center,Paracetamol,2024-12-31,326,571,0
Muyuka Health Center,ORS,2023-01-31,476,2284,0
Muyuka Health Center,ORS,2023-02-28,586,1808,0
Muyuka Health Center,ORS,2023-03-31,717,1222,0
Muyuka Health Center,ORS,2023-04-30,467,504,0
Muyuka Health Center,ORS,2023-05-31,554,37,1
Muyuka Health Center,ORS,2023-06-30,665,724,0
Muyuka Health Center,ORS,2023-07-31,546,875,0
Muyuka Health Center,ORS,2023-08-31,588,329,0
Muyuka Health Center,ORS,2023-09-30,467,0,1
Muyuka Health Center,ORS,2023-10-31,587,0,1
Muyuka Health Center,ORS,2023-11-30,537,0,1
Muyuka Health Center,ORS,2023-12-31,631,0,1
Muyuka Health Center,ORS,2024-01-31,647,0,1
Muyuka Health Center,ORS,2024-02-29,759,0,1
Muyuka Health Center,ORS,2024-03-31,599,0,1
Muyuka Health Center,ORS,2024-04-30,578,0,1
Muyuka Health Center,ORS,2024-05-31,568,0,1
Muyuka Health Center,ORS,2024-06-30,524,0,1
Muyuka Health Center,ORS,2024-07-31,579,0,1
Muyuka Health Center,ORS,2024-08-31,529,50,0
Muyuka Health Center,ORS,2024-09-30,566,0,1
Muyuka Health Center,ORS,2024-10-31,658,0,1
Muyuka Health Center,ORS,2024-11-30,472,0,1
Muyuka Health Center,ORS,2024-12-31,643,945,0
Muyuka Health Center,Metformin,2023-01-31,375,1756,0
Muyuka Health Center,Metformin,2023-02-28,464,847,0
Muyuka Health Center,Metformin,2023-03-31,315,384,0
Muyuka Health Center,Metformin,2023-04-30,270,938,0
Muyuka Health Center,Metformin,2023-05-31,463,668,0
Muyuka Health Center,Metformin,2023-06-30,540,0,1
Muyuka Health Center,Metformin,2023-07-31,472,0,1
Muyuka Health Center,Metformin,2023-08-31,447,199,0
Muyuka Health Center,Metformin,2023-09-30,437,0,1
Muyuka Health Center,Metformin,2023-10-31,376,0,1
Muyuka Health Center,Metformin,2023-11-30,434,0,1
Muyuka Health Center,Metformin,2023-12-31,486,0,1
Muyuka Health Center,Metformin,2024-01-31,417,933,0
Muyuka Health Center,Metformin,2024-02-29,512,516,0
Muyuka Health Center,Metformin,2024-03-31,468,4,1
Muyuka Health Center,Metformin,2024-04-30,477,0,1
Muyuka Health Center,Metformin,2024-05-31,523,514,0
Muyuka Health Center,Metformin,2024-06-30,410,0,1
Muyuka Health Center,Metformin,2024-07-31,505,0,1
Muyuka Health Center,Metformin,2024-08-31,421,0,1
Muyuka Health Center,Metformin,2024-09-30,479,0,1
Muyuka Health Center,Metformin,2024-10-31,400,0,1
Muyuka Health Center,Metformin,2024-11-30,379,0,1
Muyuka Health Center,Metformin,2024-12-31,459,0,1
Muyuka Health Center,Atenolol,2023-01-31,696,2619,0
Muyuka Health Center,Atenolol,2023-02-28,627,1923,0
Muyuka Health Center,Atenolol,2023-03-31,761,1297,0
Muyuka Health Center,Atenolol,2023-04-30,586,536,0
Muyuka Health Center,Atenolol,2023-05-31,569,0,1
Muyuka Health Center,Atenolol,2023-06-30,563,0,1
Muyuka Health Center,Atenolol,2023-07-31,543,392,0
Muyuka Health Center,Atenolol,2023-08-31,401,0,1
Muyuka Health Center,Atenolol,2023-09-30,560,0,1
Muyuka Health Center,Atenolol,2023-10-31,412,781,0
Muyuka Health Center,Atenolol,2023-11-30,614,369,0
Muyuka Health Center,Atenolol,2023-12-31,479,928,0
Muyuka Health Center,Atenolol,2024-01-31,506,1164,0
Muyuka Health Center,Atenolol,2024-02-29,524,658,0
Muyuka Health Center,Atenolol,2024-03-31,561,134,0
Muyuka Health Center,Atenolol,2024-04-30,578,0,1
Muyuka Health Center,Atenolol,2024-05-31,664,0,1
Muyuka Health Center,Atenolol,2024-06-30,532,8,1
Muyuka Health Center,Atenolol,2024-07-31,616,0,1
Muyuka Health Center,Atenolol,2024-08-31,796,0,1
Muyuka Health Center,Atenolol,2024-09-30,608,0,1
Muyuka Health Center,Atenolol,2024-10-31,563,0,1
Muyuka Health Center,Atenolol,2024-11-30,515,0,1
Muyuka Health Center,Atenolol,2024-12-31,562,897,0
Muyuka Health Center,Salbutamol,2023-01-31,88,3308,0
Muyuka Health Center,Salbutamol,2023-02-28,189,3220,0
Muyuka Health Center,Salbutamol,2023-03-31,177,3031,0
Muyuka Health Center,Salbutamol,2023-04-30,163,2854,0
Muyuka Health Center,Salbutamol,2023-05-31,170,2691,0
Muyuka Health Center,Salbutamol,2023-06-30,80,2521,0
Muyuka Health Center,Salbutamol,2023-07-31,136,2441,0
Muyuka Health Center,Salbutamol,2023-08-31,187,2305,0
Muyuka Health Center,Salbutamol,2023-09-30,193,2118,0
Muyuka Health Center,Salbutamol,2023-10-31,98,1925,0
Muyuka Health Center,Salbutamol,2023-11-30,281,1827,0
Muyuka Health Center,Salbutamol,2023-12-31,111,1546,0
Muyuka Health Center,Salbutamol,2024-01-31,257,1436,0
Muyuka Health Center,Salbutamol,2024-02-29,214,1178,0
Muyuka Health Center,Salbutamol,2024-03-31,128,964,0
Muyuka Health Center,Salbutamol,2024-04-30,322,213,0
Muyuka Health Center,Salbutamol,2024-05-31,84,860,0
Muyuka Health Center,Salbutamol,2024-06-30,253,775,0
Muyuka Health Center,Salbutamol,2024-07-31,260,522,0
Muyuka Health Center,Salbutamol,2024-08-31,126,262,0
Muyuka Health Center,Salbutamol,2024-09-30,291,136,0
Muyuka Health Center,Salbutamol,2024-10-31,160,0,1
Muyuka Health Center,Salbutamol,2024-11-30,203,0,1
Muyuka Health Center,Salbutamol,2024-12-31,201,0,1
Muyuka Health Center,Ceftriaxone,2023-01-31,235,1999,0
Muyuka Health Center,Ceftriaxone,2023-02-28,294,1764,0
Muyuka Health Center,Ceftriaxone,2023-03-31,179,1470,0
Muyuka Health Center,Ceftriaxone,2023-04-30,294,1291,0
Muyuka Health Center,Ceftriaxone,2023-05-31,315,997,0
Muyuka Health Center,Ceftriaxone,2023-06-30,341,681,0
Muyuka Health Center,Ceftriaxone,2023-07-31,342,340,0
Muyuka Health Center,Ceftriaxone,2023-08-31,395,0,1
Muyuka Health Center,Ceftriaxone,2023-09-30,200,0,1
Muyuka Health Center,Ceftriaxone,2023-10-31,204,756,0
Muyuka Health Center,Ceftriaxone,2023-11-30,365,14,1
Muyuka Health Center,Ceftriaxone,2023-12-31,160,0,1
Muyuka Health Center,Ceftriaxone,2024-01-31,338,0,1
Muyuka Health Center,Ceftriaxone,2024-02-29,228,0,1
Muyuka Health Center,Ceftriaxone,2024-03-31,449,0,1
Muyuka Health Center,Ceftriaxone,2024-04-30,343,0,1
Muyuka Health Center,Ceftriaxone,2024-05-31,305,0,1
Muyuka Health Center,Ceftriaxone,2024-06-30,421,711,0
Muyuka Health Center,Ceftriaxone,2024-07-31,238,290,0
Muyuka Health Center,Ceftriaxone,2024-08-31,253,52,0
Muyuka Health Center,Ceftriaxone,2024-09-30,222,582,0
Muyuka Health Center,Ceftriaxone,2024-10-31,254,360,0
Muyuka Health Center,Ceftriaxone,2024-11-30,328,106,0
Muyuka Health Center,Ceftriaxone,2024-12-31,362,0,1
Tiko District Hospital,Amoxicillin,2023-01-31,535,1685,0
Tiko District Hospital,Amoxicillin,2023-02-28,562,1150,0
Tiko District Hospital,Amoxicillin,2023-03-31,581,0,1
Tiko District Hospital,Amoxicillin,2023-04-30,591,32,1
Tiko District Hospital,Amoxicillin,2023-05-31,584,0,1
Tiko District Hospital,Amoxicillin,2023-06-30,547,694,0
Tiko District Hospital,Amoxicillin,2023-07-31,524,147,0
Tiko District Hospital,Amoxicillin,2023-08-31,527,0,1
Tiko District Hospital,Amoxicillin,2023-09-30,524,511,0
Tiko District Hospital,Amoxicillin,2023-10-31,630,0,1
Tiko District Hospital,Amoxicillin,2023-11-30,587,223,0
Tiko District Hospital,Amoxicillin,2023-12-31,304,1095,0
Tiko District Hospital,Amoxicillin,2024-01-31,592,791,0
Tiko District Hospital,Amoxicillin,2024-02-29,555,1250,0
Tiko District Hospital,Amoxicillin,2024-03-31,538,695,0
Tiko District Hospital,Amoxicillin,2024-04-30,508,822,0
Tiko District Hospital,Amoxicillin,2024-05-31,629,314,0
Tiko District Hospital,Amoxicillin,2024-06-30,615,537,0
Tiko District Hospital,Amoxicillin,2024-07-31,478,0,1
Tiko District Hospital,Amoxicillin,2024-08-31,572,0,1
Tiko District Hospital,Amoxicillin,2024-09-30,462,0,1
Tiko District Hospital,Amoxicillin,2024-10-31,429,0,1
Tiko District Hospital,Amoxicillin,2024-11-30,489,0,1
Tiko District Hospital,Amoxicillin,2024-12-31,609,0,1
Tiko District Hospital,ACTs,2023-01-31,206,1344,0
Tiko District Hospital,ACTs,2023-02-28,286,1138,0
Tiko District Hospital,ACTs,2023-03-31,380,429,0
Tiko District Hospital,ACTs,2023-04-30,102,741,0
Tiko District Hospital,ACTs,2023-05-31,153,639,0
Tiko District Hospital,ACTs,2023-06-30,220,485,0
Tiko District Hospital,ACTs,2023-07-31,117,1575,0
Tiko District Hospital,ACTs,2023-08-31,268,1458,0
Tiko District Hospital,ACTs,2023-09-30,273,1190,0
Tiko District Hospital,ACTs,2023-10-31,250,917,0
Tiko District Hospital,ACTs,2023-11-30,224,667,0
Tiko District Hospital,ACTs,2023-12-31,315,443,0
Tiko District Hospital,ACTs,2024-01-31,113,0,1
Tiko District Hospital,ACTs,2024-02-29,211,0,1
Tiko District Hospital,ACTs,2024-03-31,146,540,0
Tiko District Hospital,ACTs,2024-04-30,277,394,0
Tiko District Hospital,ACTs,2024-05-31,80,117,0
Tiko District Hospital,ACTs,2024-06-30,203,37,1
Tiko District Hospital,ACTs,2024-07-31,232,529,0
Tiko District Hospital,ACTs,2024-08-31,130,297,0
Tiko District Hospital,ACTs,2024-09-30,155,0,1
Tiko District Hospital,ACTs,2024-10-31,207,0,1
Tiko District Hospital,ACTs,2024-11-30,282,725,0
Tiko District Hospital,ACTs,2024-12-31,123,444,0
Tiko District Hospital,Paracetamol,2023-01-31,137,1456,0
Tiko District Hospital,Paracetamol,2023-02-28,290,1319,0
Tiko District Hospital,Paracetamol,2023-03-31,200,1029,0
Tiko District Hospital,Paracetamol,2023-04-30,198,830,0
Tiko District Hospital,Paracetamol,2023-05-31,223,760,0
Tiko District Hospital,Paracetamol,2023-06-30,82,537,0
Tiko District Hospital,Paracetamol,2023-07-31,257,454,0
Tiko District Hospital,Paracetamol,2023-08-31,167,197,0
Tiko District Hospital,Paracetamol,2023-09-30,227,30,1
Tiko District Hospital,Paracetamol,2023-10-31,88,0,1
Tiko District Hospital,Paracetamol,2023-11-30,80,0,1
Tiko District Hospital,Paracetamol,2023-12-31,239,0,1
Tiko District Hospital,Paracetamol,2024-01-31,204,0,1
Tiko District Hospital,Paracetamol,2024-02-29,101,412,0
Tiko District Hospital,Paracetamol,2024-03-31,104,310,0
Tiko District Hospital,Paracetamol,2024-04-30,264,1045,0
Tiko District Hospital,Paracetamol,2024-05-31,80,335,0
Tiko District Hospital,Paracetamol,2024-06-30,305,255,0
Tiko District Hospital,Paracetamol,2024-07-31,102,0,1
Tiko District Hospital,Paracetamol,2024-08-31,225,0,1
Tiko District Hospital,Paracetamol,2024-09-30,147,0,1
Tiko District Hospital,Paracetamol,2024-10-31,222,0,1
Tiko District Hospital,Paracetamol,2024-11-30,130,0,1
Tiko District Hospital,Paracetamol,2024-12-31,161,529,0
Tiko District Hospital,ORS,2023-01-31,244,2828,0
Tiko District Hospital,ORS,2023-02-28,121,2210,0
Tiko District Hospital,ORS,2023-03-31,239,1473,0
Tiko District Hospital,ORS,2023-04-30,386,1234,0
Tiko District Hospital,ORS,2023-05-31,254,849,0
Tiko District Hospital,ORS,2023-06-30,271,594,0
Tiko District Hospital,ORS,2023-07-31,152,323,0
Tiko District Hospital,ORS,2023-08-31,203,171,0
Tiko District Hospital,ORS,2023-09-30,223,815,0
Tiko District Hospital,ORS,2023-10-31,227,592,0
Tiko District Hospital,ORS,2023-11-30,355,365,0
